手术	1490	5.357552004618084	3.0307699659173433	0.22858341197441542
结节	813	5.807354922057605	2.1498662909166333	0.27110060769750166
淋巴结	430	5.20945336562895	3.2102128381506625	0.1637407157326131
可以	363	6.930737337562887	4.42035660081818	0.13683818046234153
咨询	255	8.262094845370179	2.738741004120036	0.10510046367851623
检查	243	7.247927513443586	3.085565177996397	0.17052229906987837
宝宝	229	6.39231742277876	2.9805276932338947	0.17947751821150465
看看	206	5.129283016944966	3.1456392871723233	0.27752003374103756
做手术	199	4.247927513443585	2.4664763237259177	0.3615637159533074
恶性	191	6.857980995127572	2.744507941885519	0.38213978626704337
一下	170	4.906890595608519	3.627172234867815	0.22211742513558122
复查	155	5.754887502163469	3.1177739323412443	0.2526232429221936
情况	151	8.271463027904375	2.1692856870728225	0.1668147771994414
切除	146	7.672425341971495	3.3887607447180135	0.22543950361944157
帮忙	144	7.066089190457772	3.2601363499734157	0.30849220103986136
帮我	142	4.584962500721157	3.087173003023254	0.17429163787145818
确诊	141	7.0	3.2242658575280703	0.2545018007202881
大夫	131	6.554588851677638	3.845808962164169	0.3266661773341163
怎样	128	5.169925001442312	2.9774892271876436	0.375
穿刺	119	9.139551352398794	3.033738357702219	0.26
甲亢	115	5.0	2.3214609934445356	0.21259940357852883
应该	114	7.577428828035749	3.029560866762422	0.1856925418569254
患者	107	8.727920454563199	3.295711667797501	0.2167381974248927
影响	102	9.469641817239516	2.8398181325685847	0.10207113519182033
病情	99	5.807354922057605	3.159232571371523	0.11332755131540907
吃药	98	5.754887502163469	3.4064986137729063	0.15104774780310945
甲减	92	4.700439718141093	3.0033482218361423	0.12002487562189054
结果	92	4.523561956057013	2.804984683178423	0.27110060769750166
时间	91	8.184875342908285	2.33281430238729	0.30235402017731583
得到	87	7.199672344836364	2.89156781753881	0.14096749811035525
多发	85	5.20945336562895	2.784125376081545	0.18409496065046307
右侧	81	6.954196310386876	3.436219609155865	0.20607375271149675
可能	79	3.5849625007211565	2.8812242600959155	0.26610871130309577
左侧	77	6.930737337562887	2.2231188452434756	0.20607375271149675
细胞	76	9.60917873814198	3.149148185773827	0.34596794708725515
正常	72	8.519636252843213	2.279119171451146	0.10207732829738594
声带	69	8.73470962022584	2.239081988202946	0.13601127554615927
优甲乐	68	10.204571144249204	2.2572421531961533	0.1534913245873889
尽快	68	9.071462362556625	3.8301509011957964	0.121415170195658
混合	66	9.05528243550119	2.062838321268143	0.14935988620199148
放疗	64	4.906890595608519	2.2502014568588304	0.28833922261484096
甲状腺炎	63	3.0	2.287114499979707	0.21259940357852883
教授	62	10.067434360756522	3.528075740294328	0.14664664664664664
我们	61	6.10852445677817	2.756122838310375	0.5335176226675881
住院	58	7.523561956057013	3.570718661591405	0.21917148362235067
给予	56	7.8392037880969445	3.5348316039848697	0.35840418574231525
下一步	55	6.266786540694902	2.5228161964157056	0.23207269155206287
疑似	55	9.129283016944967	2.104278923531091	0.27161572052401745
看下	55	3.3219280948873626	2.9899438563898433	0.22211742513558122
多久	54	7.45121111183233	2.1184913481993273	0.29107505070993916
注意	52	9.330916878114618	2.322995967059358	0.30544056771141337
恶性肿瘤	51	5.700439718141093	2.532901561149146	0.409478672985782
报告	51	9.885696373339394	2.758583423979086	0.15233570863024545
一些	50	5.357552004618084	2.0513464332493885	0.2674922938432581
大概	50	6.339850002884625	2.182058977248323	0.11155378486055777
专家	49	9.257387842692651	3.969743335255458	0.1806695091676222
发现	49	4.906890595608519	3.6351865113482145	0.13878864298447757
怀孕	49	8.647458426454921	2.665673584912457	0.15922619047619047
控制	49	10.422064766172813	3.271789642597912	0.15692007797270954
看一下	49	5.08746284125034	2.916517340611772	0.22211742513558122
确定	48	7.257387842692652	2.8586628525506557	0.26157299167679793
必须	47	10.103287808412022	2.3450024623907213	0.17096959265633965
帮我看看	46	6.459431618637298	2.4367879770820022	0.27752003374103756
怀疑	46	8.214319120800766	2.0616928944200588	0.38412017167381973
根治	46	4.169925001442312	2.436255576919004	0.10824195259992925
到底	43	7.066089190457772	2.956022946335701	0.14584382871536525
方面	43	4.807354922057604	2.476234702457177	0.30724797139320587
下颌	42	5.169925001442312	2.6990556439217412	0.13877551020408163
引起	42	9.65105169117893	2.4196676073851515	0.31665098777046097
彩超	42	10.50084187955693	2.7466746915407887	0.2169992485597395
九院	41	7.6865005271832185	2.0272037550185362	0.5200684801217424
恢复	41	7.303780748177103	3.153215505960886	0.19462983082415025
小孩	40	6.569855608330948	2.5814963295286746	0.3563612759643917
或者	40	7.794415866350106	3.9775671571169275	0.5894039735099338
增生	38	5.169925001442312	2.0874958096444245	0.29722144260454675
指导	38	8.960001932068081	2.2468242242511827	0.18181818181818182
病理	38	5.523561956057013	3.1198216860588963	0.11332755131540907
帮忙看看	37	6.08746284125034	2.0864344468819707	0.27752003374103756
求医生	37	3.4594316186372978	2.40152795325537	0.2432012432012432
神经	37	9.562242424221074	3.5102434898647106	0.10181178023912565
结核	37	5.614709844115208	2.175975909457221	0.1875589066918002
可否	36	2.807354922057604	2.3126365816594228	0.36507936507936506
手术切除	36	3.700439718141092	3.000115725374125	0.22543950361944157
回声	35	7.199672344836364	2.259609819866474	0.3839223839223839
激光	35	10.026523442519766	2.6763859804347936	0.22136321195144726
其他	34	10.474719946526482	2.939829017466402	0.15943975441289332
功能	34	5.426264754702098	2.0843012056615002	0.18097560975609756
做穿刺	33	5.321928094887363	2.1057491114215283	0.26
喉咙	33	9.236014191900086	2.071439706933589	0.3047034764826176
妈妈	33	9.118941072723507	3.133525936753556	0.1382059800664452
您帮	33	3.5849625007211565	2.0118526392986524	0.33015597920277295
挂号	31	7.05528243550119	2.781349651151673	0.48017148981779206
一年	30	4.459431618637297	2.573557262275185	0.2674922938432581
出现	30	5.426264754702098	3.936243412983061	0.1554333764553687
您给	30	4.0	2.8540969647593886	0.31523871811641596
指标	30	9.430452551665532	3.269576746316394	0.2717512860657571
安排	29	9.18239435340453	2.8136978049501833	0.14701417004048584
感觉	29	8.257387842692651	3.236617201725715	0.24474924989284183
找您	29	6.426264754702098	3.1796694619187065	0.428226779252111
一次	28	4.584962500721157	3.0400712272231747	0.26346153846153847
哪些	28	6.727920454563199	2.305288621665821	0.3886986301369863
查出	28	4.643856189774724	3.132574458143994	0.13053040103492886
癌转移	28	3.5849625007211565	2.528300010338851	0.15372168284789645
中药	27	4.523561956057013	2.3084523982741993	0.15104774780310945
判断	25	9.167418145831737	3.0750849518197785	0.19466403162055335
您看	25	2.807354922057604	2.3664283109928244	0.27752003374103756
晚期	25	8.303780748177104	2.231119777314698	0.3166926677067083
皮下	25	4.807354922057604	2.884889451733241	0.22211742513558122
一直	24	5.700439718141093	2.916056342179062	0.20572057205720573
分析	24	9.451211111832329	2.9473387961875543	0.1922984065668759
反复	24	6.189824558880018	3.0110276044371007	0.19462983082415025
抗体	24	8.011227255423254	2.5833333333333335	0.2799803004186161
确认	24	8.257387842692651	2.7212518360044666	0.13227146814404434
咽部	23	4.392317422778761	2.0427510853630295	0.4088397790055249
已经	23	8.778077129535358	3.393127173448318	0.10181178023912565
淋巴结炎	23	3.5849625007211565	2.317950827656989	0.30606860158311344
皮肤	23	9.52552080909507	2.432009071890309	0.23319327731092437
眼皮	23	7.22881869049588	2.6974749995352743	0.12798707373075943
半年	22	7.483815777264256	2.0566768987283126	0.33043768793852324
嗓子	22	7.6865005271832185	2.272808148826652	0.2413793103448276
声音	22	8.73809225962049	2.186704345910025	0.13601127554615927
康复	22	6.475733430966398	2.4474015047059146	0.19462983082415025
检查结果	22	6.339850002884625	2.0365693955097313	0.17052229906987837
癌患者	22	3.9068905956085187	2.5039975273348483	0.15372168284789645
停药	21	6.066089190457772	2.0273941713765185	0.15104774780310945
分化	21	6.044394119358453	2.199086165113526	0.1922984065668759
听力	21	9.61654884377899	2.385700018616016	0.3283357485230186
